5.327936649322509766e+00,1.775716094970703125e+02,-1.250614471435546875e+02,-8.699301910400390625e+01,-1.013616104125976562e+02,-5.110779953002929688e+01,7.064005279541015625e+01,-8.555555343627929688e+00,1.679076538085937500e+02,2.165452575683593750e+02
2.993009948730468750e+01,1.200196609497070312e+02,2.845579528808593750e+01,-1.192157135009765625e+02,-1.117965469360351562e+02,-6.693958282470703125e+01,-6.016499328613281250e+01,2.818222045898437500e+01,-1.193709869384765625e+02,1.301773834228515625e+02
6.358705139160156250e+01,1.626653900146484375e+02,1.355479125976562500e+02,1.773752899169921875e+02,-6.280016708374023438e+01,-2.996742248535156250e+02,7.001931762695312500e+01,7.868399810791015625e+01,2.525848388671875000e+02,1.818854064941406250e+02
-7.811220550537109375e+01,-1.010802841186523438e+01,1.813963470458984375e+02,1.223384017944335938e+02,-1.400471496582031250e+01,-6.727577209472656250e+01,4.341542053222656250e+01,-4.141236305236816406e+00,8.253791809082031250e+01,1.177526016235351562e+02
2.207216796875000000e+02,1.687280273437500000e+02,-8.741543579101562500e+01,-1.564046630859375000e+02,-3.629871749877929688e+01,8.584100341796875000e+01,-8.449912261962890625e+01,2.938245010375976562e+01,2.037838745117187500e+02,-1.554414463043212891e+01
1.538543701171875000e+02,1.891204833984375000e+01,-6.684396743774414062e+00,1.312308502197265625e+02,1.728158874511718750e+02,1.031105880737304688e+02,5.798451232910156250e+01,-2.257415161132812500e+02,-2.079557228088378906e+01,-9.554986572265625000e+01
6.644750213623046875e+01,6.580152130126953125e+01,1.643971061706542969e+01,9.606143188476562500e+01,9.480520629882812500e+01,-2.096114501953125000e+02,1.361015319824218750e+02,6.414399719238281250e+01,6.288985824584960938e+01,-1.065127410888671875e+02
-9.173962593078613281e+00,-3.333750915527343750e+01,3.711094284057617188e+01,-4.747510528564453125e+01,-6.455173492431640625e+01,-4.296937179565429688e+01,-5.292264175415039062e+01,-1.094461822509765625e+02,-1.809832572937011719e+01,-1.451771640777587891e+01
-9.562310218811035156e+00,-8.133667755126953125e+01,7.571701049804687500e+01,2.086803054809570312e+01,2.928376579284667969e+01,1.384201507568359375e+02,-8.450183868408203125e+01,7.465213012695312500e+01,-1.684415588378906250e+02,8.441933441162109375e+01
1.338870849609375000e+02,2.819576072692871094e+01,-4.608070755004882812e+01,-1.357484130859375000e+02,4.845990371704101562e+01,2.737262268066406250e+02,-5.665928649902343750e+01,-1.333304748535156250e+02,-2.024542236328125000e+01,8.276213073730468750e+01
